"permit","permit_lag","permit_lag.nn_3","permit_lag.nn_4","permit_lag.nn_5","Slope_Ave","Slope_Max","Dist_Flowline","Developed_Medium_Intensity","Pasture_Hay","Dist_Road","Developed_High_Intensity","Developed_Low_Intensity","Developed_Open_Space","property_value","area"
0,0,13668.9871835087,14270.2092587234,14692.1738169487,14.8729329109192,15.3899946212769,277.142319096072,0,0,12646.3348328168,0,0,67,10420.51,43198.3967267908
0,0,7281.94876943997,8392.50084140791,9301.68107666372,9.40255317480668,14.8276071548462,232.406595505758,0,0,14714.5019784609,0,3.2,15.25,38706.58,213399.215318315
0,0,3260.96541026651,3725.55866741057,4330.25859924874,6.03558480739594,9.95397758483887,153.241694384055,0,0,583.706899584183,0,0,59.9,87396.76,75296.0906094164
0,0,4971.60802166913,5699.95825045159,6285.23297783618,16.5664495121349,19.523738861084,68.6296379220273,0,0,6204.23603735777,0,0,0,50741.25,94740.9129770388
0,0,2071.15058324593,2808.31114608647,3367.09454300111,17.1178712637528,21.2990341186523,149.694521179337,0,0,13636.3228492179,0,0,9.34,80586.26,435460.190097414
0,0,3916.40336234052,4276.53767504058,4916.61205992915,13.1664593617121,27.9116535186768,217.401147803351,0,6.48,5760.59228815589,0,0,0,248304.51,772193.147316337
0,0,1932.1444618849,2327.69806345146,2565.0302243914,4.79051830530167,10.539116859436,224.727803245356,37.61,0,1085.64231866372,50.06,11.53,0.81,3799495.42,217597.476455674
0,0,12746.2757526769,13213.4315371993,13493.7250079128,16.6211633682251,19.2643241882324,787.485658502725,0,0,8982.5353930762,0,0,13.15,13983.09,13727.4176032543
0,0,2651.34144448357,2779.08665918809,3153.33422790018,11.0562972681863,14.5213766098022,439.900608223542,0,0,7685.78585076536,0,0,21.17,206912.22,317739.725927163
0,0,4806.36482251079,4972.24843727191,5304.02185613307,10.7520227432251,10.7520227432251,144.972261440557,0,0,3938.43070168337,0,0,9.8,15486.66,16953.9478358626
0,0,3039.43360589462,3720.20967233423,4138.02315482417,7.3830680847168,9.76463890075684,144.719976131407,0,0,5483.98935791506,0,0,0,69124.63,25221.6568516381
0,0,12839.4363063103,13111.6134347407,13274.9197117989,18.3779525756836,19.0733966827393,193.375091261735,0,0,7542.23065674992,0,0,30.68,58944.76,19323.847247757
0,0,15778.5298764208,16385.5061225235,16750.8919459232,8.00247065226237,9.21668338775635,124.061925922001,0,0,14332.149989557,0,0,14.8,18413.66,23037.8962425645
0,0,9730.0968227821,10246.4814091142,10556.3121609134,9.11458691209555,16.811092376709,104.98833831159,0,13.35,2807.90903009591,0,0,10.57,48722.9,318842.883967817
0,0,5297.48575533153,5862.42843368372,6347.08541997082,9.46532853444417,11.3240079879761,428.015183169986,0,0,2615.50720041602,0,0,39.47,251558.44,51533.9359922856
0,0,5741.23741407029,6055.99851669229,6244.85517826549,13.5554008483887,14.9500045776367,510.340047625359,0,0,2316.83888650287,0,42.63,57.38,127945.57,28846.2469838867
0,0,5791.46115406857,6159.23596611811,6379.90085334783,16.7853622436523,16.7853622436523,245.08509345116,0,0,6329.82404505113,0,6.51,59.77,10254.46,10789.4135520449
0,0,6319.56136812336,6624.37799790532,6985.02468642343,14.2617526054382,21.0900402069092,278.660352613276,0,13.08,704.360000434361,0,0,7.95,113748.28,448204.177174849
0,0,7546.34135803557,8097.70423894113,8539.667690287,18.3663291931152,24.4978065490723,480.436138529618,0,0,9835.35228543115,0,0,75.26,27117.35,28163.4066588581
0,0,9439.36292799364,9741.23178772055,10051.5430259888,10.1568563580513,18.1388835906982,26.4360149575277,0,0,1636.18866849577,0,0,59.05,34775.35,9939.25276146317
0,0,8403.95740694576,9558.77327195312,10575.7493993101,13.468545889186,22.3858184814453,31.6399043738902,0,1.33,7920.39864964107,0,0.69,12.21,91813.1,997615.828464196
0,0,2909.94269672942,3330.89253829704,3825.36681650652,8.18057149389516,15.3134441375732,12.830034136128,0,21.2,595.622486013729,0,0,5.47,120464.61,255578.299486667
0,0,3431.22430061516,3805.85728628014,4089.52248856638,6.12487983703613,8.77569198608398,115.36087445108,0,68.15,1474.890865042,0,0,0.03,54342.4,44400.7404952385
0,0,1497.01444988662,2179.85116553554,2666.67795225983,8.21451282501221,8.21451282501221,340.18630407785,0,0,975.015647986056,0,0,100,38793.85,14081.2808425762
0,0,4998.74631084536,5616.3002526395,5986.83261771599,9.7957935333252,11.2377443313599,62.897687486253,0,0,121.379590405613,0,0,62.02,26192.08,27751.3487930112
0,0,3898.82021115753,4078.39035514318,4186.13244153457,8.40547895431519,9.46198272705078,451.992587144706,0,0,1523.58565443245,0,0,82.13,92734.47,37879.8729049403
0,0,10824.5893816158,11018.5766747827,11134.9690506829,12.0148897171021,12.0148897171021,810.216586491415,0,0,4414.16816246882,0,84.42,9.68,38670.27,13912.5079322606
0,0,2831.74343766071,3301.76649088471,3925.02212180669,9.7858715057373,9.7858715057373,48.5567858572008,0,0,2284.21837123894,0,0,99.69,12180.17,9331.75799089298
0,0,2615.39853711561,2660.49899853672,3041.25085446942,9.66755723953247,11.2559661865234,191.44205315385,0,0,5786.98658966268,0,26.75,15.77,21607.13,26284.5579402037
0,0,13746.2720997646,14348.9152197668,14793.1820342867,10.5052471160889,11.788158416748,97.0929243158509,0,0,12519.2332549755,0,0,41.06,18600.42,17962.2506819889
0,0,4546.55620567875,5231.99996157756,6071.12215654755,9.68876886367798,10.2005271911621,109.768722786219,0,1.32,2658.58174123689,0,0,98.67,21279.55,14054.3115280904
