"","GlobalID","permit_lag","permit_lag.nn_3","permit_lag.nn_4","permit_lag.nn_5","Slope_Ave","Slope_Max","Dist_Flowline","Developed_Medium_Intensity","Pasture_Hay","Dist_Road","Developed_High_Intensity","Developed_Low_Intensity","Developed_Open_Space","property_value","area"
"1","{0002E371-C1A1-475A-875E-B7B164CE649D}",0,4467.40292499437,4843.4367991636,5795.1560174372,14.8729329109192,15.3899946212769,277.142319096072,0,0,12646.3348328168,0,0,67,12551.5,43198.3967267908
"2","{00031FDE-E192-43DB-A118-65423755FD11}",0,8865.37239982717,9008.22088654463,9093.9299785751,9.40255317480668,14.8276071548462,232.406595505758,0,0,14714.5019784609,0,3.2,15.25,43700,213399.215318315
"3","{0009246F-59EA-48D0-8FE8-ECA6460C7B40}",0,1054.4221773894,1075.6461415641,1584.62666338892,6.03558480739594,9.95397758483887,153.241694384055,0,0,583.706899584183,0,0,59.9,104345.37,75296.0906094164
"4","{000D0900-296E-47F6-BC00-AB72DB944575}",0,3015.48288077269,3400.15796460379,3656.19308136239,16.5664495121349,19.523738861084,68.6296379220273,0,0,6204.23603735777,0,0,0,60581.35,94740.9129770388
"5","{000F531C-6472-4EB2-8041-6074AD7209C3}",0,11365.7835927474,13172.1818401084,14256.0207885249,17.1178712637528,21.2990341186523,149.694521179337,0,0,13636.3228492179,0,0,9.34,93854.43,435460.190097414
"6","{0012D1E0-3B5B-4ABF-9EAE-99252EBC71A8}",0,1613.85790454983,1635.00973218094,1894.18297439554,13.1664593617121,27.9116535186768,217.401147803351,0,6.48,5760.59228815589,0,0,0,296457.48,772193.147316337
"7","{001322A2-35CE-4C86-BC29-1F672491AF86}",0,2057.70113143146,2421.86556143385,2640.36421943529,4.79051830530167,10.539116859436,224.727803245356,37.61,0,1085.64231866372,50.06,11.53,0.81,4536320.6,217597.476455674
"8","{00163FE0-D549-4EAA-AA41-FE650D1C7628}",0,5276.64685502631,6457.77276851285,7166.44831660478,16.6211633682251,19.2643241882324,787.485658502725,0,0,8982.5353930762,0,0,13.15,16694.79,13727.4176032543
"9","{001D864C-A4ED-409F-862C-9BCDBF5DA131}",0,2213.59368330792,2657.57314255799,2923.96081810803,11.0562972681863,14.5213766098022,439.900608223542,0,0,7685.78585076536,0,0,21.17,247038.11,317739.725927163
"10","{00214179-1E81-4F02-B59D-765DF12E8045}",0,5482.41286978886,5615.57241102248,5707.36761736474,10.7520227432251,10.7520227432251,144.972261440557,0,0,3938.43070168337,0,0,9.8,18036.47,16953.9478358626
"11","{00224227-AD8A-4704-9171-2117DC65FB1A}",0,2759.26750354478,2992.74593337872,3132.83299127908,7.3830680847168,9.76463890075684,144.719976131407,0,0,5483.98935791506,0,0,0,82529.77,25221.6568516381
"12","{00279227-FF10-4B24-896D-8A68B08CD899}",0,6458.5060017753,7815.10765571398,8629.06864807719,18.3779525756836,19.0733966827393,193.375091261735,0,0,7542.23065674992,0,0,30.68,70375.74,19323.847247757
"13","{0027DA57-38A3-4BBD-874D-F85B33506460}",0,4881.57402556778,5154.87998499069,6289.87277057917,8.00247065226237,9.21668338775635,124.061925922001,0,0,14332.149989557,0,0,14.8,21984.57,23037.8962425645
"14","{0028E039-371E-4FD6-8074-49FFDEB61810}",0,4429.42123015708,4647.44342918261,4778.25674859792,9.11458691209555,16.811092376709,104.98833831159,0,13.35,2807.90903009591,0,0,10.57,58686.77,318842.883967817
"15","{002C303C-AC98-439A-BC01-7941AFE1B81B}",0,3536.91993698572,3615.96089799503,3663.38547460061,9.46532853444417,11.3240079879761,428.015183169986,0,0,2615.50720041602,0,0,39.47,300342.45,51533.9359922856
"16","{002D4762-318B-47B3-B9AB-ACE9F91C6394}",0,5075.21464762173,5556.48141947335,5845.24148258432,13.5554008483887,14.9500045776367,510.340047625359,0,0,2316.83888650287,0,42.63,57.38,152757.69,28846.2469838867
"17","{0038BF9C-DA80-43D7-8CFC-BAF5F3D3418F}",0,1566.39824451975,1910.87807320485,2133.77360268557,16.7853622436523,16.7853622436523,245.08509345116,0,0,6329.82404505113,0,6.51,59.77,12243.08,10789.4135520449
"18","{003C74F8-0E8D-4E9A-BD5B-BC05560EC3E0}",0,2910.98942889775,3144.14321397681,3347.28714437864,14.2617526054382,21.0900402069092,278.660352613276,0,13.08,704.360000434361,0,0,7.95,128422.6,448204.177174849
"19","{003DA41E-E5BB-4FCE-8C37-EFC74681AB9B}",0,3827.04222941891,5310.94506672483,6222.01886087397,18.3663291931152,24.4978065490723,480.436138529618,0,0,9835.35228543115,0,0,75.26,32376.14,28163.4066588581
"20","{003FD8DE-01CE-410C-9097-FD3AD6BC1590}",0,5378.68105801957,6054.51772250632,6489.50226551432,10.1568563580513,18.1388835906982,26.4360149575277,0,0,1636.18866849577,0,0,59.05,41519.23,9939.25276146317
"21","{00405F6A-1195-495B-A75F-14ADB9226E3E}",0,5346.98342883917,5947.40505788736,6434.5756460576,13.468545889186,22.3858184814453,31.6399043738902,0,1.33,7920.39864964107,0,0.69,12.21,110588.93,997615.828464196
"22","{004401E7-F956-4A1A-8D88-3FEB6AD41687}",0,2629.39467736804,3070.23431923226,3448.64693694379,8.18057149389516,15.3134441375732,12.830034136128,0,21.2,595.622486013729,0,0,5.47,143825.96,255578.299486667
"23","{00441CD9-C7CB-4CBA-95FA-328FF8F566FD}",0,3649.65157555435,4240.98544617086,4595.78576854076,6.12487983703613,8.77569198608398,115.36087445108,0,68.15,1474.890865042,0,0,0.03,63289.64,44400.7404952385
"24","{0046ED3A-68D4-4180-8A6E-3CBBA3055188}",0,1878.61552059833,2447.18540468149,2788.32733513139,8.21451282501221,8.21451282501221,340.18630407785,0,0,975.015647986056,0,0,100,46317.03,14081.2808425762
"25","{00477E5C-A68B-4E9E-A8B4-30D8D03EA1E0}",0,3937.82508043675,4061.38311810077,4235.2700653691,9.7957935333252,11.2377443313599,62.897687486253,0,0,121.379590405613,0,0,62.02,31548.38,27751.3487930112
"26","{00509559-689D-438F-BD79-6ED7B499927C}",0,3142.08012271652,3594.56781888638,3894.74848518419,8.40547895431519,9.46198272705078,451.992587144706,0,0,1523.58565443245,0,0,82.13,108002.8,37879.8729049403
"27","{00547683-D79D-4575-A39B-411D884C258E}",0,7249.93459048717,8228.9508533409,9025.23894501505,12.0148897171021,12.0148897171021,810.216586491415,0,0,4414.16816246882,0,84.42,9.68,45037.17,13912.5079322606
"28","{005653D7-37ED-4FFA-807C-A91912CF0F81}",0,1396.82392912371,2071.09631343219,2491.5644333255,9.7858715057373,9.7858715057373,48.5567858572008,0,0,2284.21837123894,0,0,99.69,14542.23,9331.75799089298
"29","{0061413A-86FA-47CD-A643-BD88C89BC522}",0,2033.42130737474,2037.32355202573,2039.66489881632,9.66755723953247,11.2559661865234,191.44205315385,0,0,5786.98658966268,0,26.75,15.77,25164.65,26284.5579402037
"30","{00698927-E69E-4871-AE5D-BF49D1D31F11}",0,4501.42020397849,4905.42615240594,5872.96865165154,10.5052471160889,11.788158416748,97.0929243158509,0,0,12519.2332549755,0,0,41.06,21000,17962.2506819889
"31","{0069DF2A-19FA-448F-9BEF-83E497F5EDA4}",0,1955.63095629295,2544.88942889112,3323.81773800237,9.68876886367798,10.2005271911621,109.768722786219,0,1.32,2658.58174123689,0,0,98.67,25406.23,14054.3115280904
"32","{0069EA43-F425-4F38-ACBF-C6DDD6B534E7}",0,611.52126717024,644.475079201095,881.460122964731,9.51672554016113,10.6509895324707,250.573125222278,0.86,0,1582.8724374188,0,0,73.34,217672.49,47789.2449774146
"33","{0069F6B9-EB30-43D0-992E-A8B58D95D563}",0,1717.54087384462,1807.71709031836,1861.8228202026,15.0341005325317,17.5016994476318,15.4949076946078,0,0,6417.74587798195,0,0,6.03,101002.47,64683.601457417
"34","{006F71AB-8EAF-43F0-97A5-D87A8C4F4CEB}",0,4793.30715584954,5205.13454306224,5452.23097538986,12.1039763041905,18.0998916625977,197.686324904554,0,12.54,16070.4355423435,0,0,7.29,183918.24,332536.436192642
"35","{0070A22A-594C-4A09-8653-794190388E11}",0,4854.78774843011,5014.90091523445,5121.30579054194,11.6795043945312,11.6795043945312,408.462967991891,0,0,4624.82468580911,0,0,100.01,38071.58,16556.7022621855
"36","{00741744-2DFC-475F-844A-80D809AB103A}",0,4173.94806188474,4333.98273027856,5092.07857151934,16.796031518416,23.1637382507324,226.768194623019,0,0,3301.79055695487,0,0,4.77,71389.85,212305.950945929
"37","{007477CA-FAC3-4F65-8FE3-9552BDA96C0A}",0,5993.54310113399,6602.61959757217,6968.06549543507,11.723832161803,20.0338573455811,464.303066682125,0,15.68,9096.59536676745,0,6.78,13.43,375010.39,705985.242563002
"38","{008143EE-B7F6-4653-9430-042552F86537}",0,4096.89333742158,5800.37258194027,6841.50441842037,18.3510265350342,18.748685836792,158.16053830218,0,0,7039.30342945966,0,0,84.42,22093,20097.6526039357
"40","{00854200-D490-4B21-976E-8494EA70953D}",0,1814.57306172274,2119.72388711354,2302.81438234801,14.552001953125,14.552001953125,32.5464199980427,0,0,5624.14338613977,0,0,36.65,18604.88,14860.9172014548
"41","{00926D9C-BAC2-438B-8958-79F6073E81B2}",0,1977.6630133174,2505.16841306163,2821.67165290817,2.8534209728241,10.460521697998,272.927203957703,5.8,89.66,295.337460744049,0,2.97,1.51,12524696.33,316670.883476093
"42","{00938F20-1E99-486F-94B2-55EBD0E3671E}",0,3610.7245216293,3770.89443080877,3866.99637631645,9.57125663757324,9.57125663757324,250.892274322279,0,0,371.822388498827,0,0,42.72,497672.82,11363.3683758527
"43","{00971295-8A45-4A01-A1C8-E2904860FC33}",0,816.146926852575,1138.89044138634,1332.53655010659,10.9106423060099,14.5213766098022,53.377705538421,0,0,2086.39087954883,0,0,51.15,62323,27488.7437032037
"44","{00976A1C-38BA-413F-9FEC-0E640D2D9C12}",0,3795.80948794532,3884.07144682525,4413.67358051769,9.37277154922485,16.5661220550537,433.376911002559,0,0,669.055340505309,0,0,3.06,36480.54,36902.0589499027
"45","{009D697D-5682-4718-B15F-F49D720C3785}",0,1217.27782991428,1219.16120077562,1492.09908938923,10.7902402877808,10.7902402877808,295.934980184797,0,8.9,196.119618328815,0,52.03,33.31,193000.15,17122.5820195358
"46","{00A1F8D6-443F-4308-9E94-5628CA0C9493}",0,6442.24757187543,7055.60409218092,7423.61800436422,1.03867483139038,1.03867483139038,128.286111820836,11.84,0,502.487012634218,0,0,78.24,1704.33,13932.3608422205
"47","{00A29088-7F58-4B79-BB08-77CBFFC30C31}",0,2630.34993926978,3427.65999658479,3989.83547380782,12.84491282243,17.5964450836182,309.591849919762,0,0,1778.22002008487,0,0,0,45004.49,113936.711859664
"48","{00A76CDD-4847-467A-A007-0F8332FFEA86}",0,2481.69823074426,3940.30308571792,4815.46599870211,3.02574729919434,3.02574729919434,1.89132912411245,100,0,142.08210533386,0,0,0,59338.12,8221.06163189653
"49","{00AD1F18-530F-49F8-810E-11B47438BC05}",0,1211.35803171661,2366.65280768019,3160.90495103905,13.913378238678,14.7642879486084,204.370699588068,0,0,15757.38654548,0,0,1.05,8954.45,64719.1327397525
"50","{00B0D03B-D397-4C45-8B59-53F7DAF2617D}",0,1458.98567547493,2061.59119176687,2437.3846467828,13.7539105415344,15.7196626663208,421.565696658281,0,0,952.565030799539,0,0,85,16158.03,16647.9441866316
"51","{00B24A76-DB4F-4A81-8696-EF77D143B982}",0,3320.55314647635,4412.53212889925,5310.4133142271,18.5162820613131,28.4631252288818,332.671413694528,0,0,10622.6551822654,0,0,2.53,79634.94,440780.145565053
"52","{00B62ADE-9409-41F7-9A5C-6E42FC163D62}",0,3338.6754607737,3431.22188179326,3493.97211887289,5.91255292892456,7.04032421112061,281.960589950845,0,0,391.857827471628,0,0,36.63,540131.54,42867.6042055804
"53","{00B8205F-E156-4036-966C-76DC5EBBA739}",0,6052.34911329875,6423.77602775759,6646.63217643289,7.40881708690098,12.4219617843628,38.9979380413587,0,75.89,4224.86972508658,0,0,0,27406.7,121340.665755779
"54","{00BB2163-F2B6-44E1-B8F7-DB039652301A}",0,4696.14795438656,4791.78150206522,4938.10708553867,5.33890146017075,11.418514251709,62.7249846869056,0,0,7353.37032997376,0,0,0,7110.5,35504.2086938322
"55","{00BEF9DF-9D29-4CAF-BFA9-36F2479749B0}",0,6257.37449104387,7779.78439035796,8808.72233996436,11.9128131866455,12.5878820419312,199.615307932197,0,0,6043.22918993498,0,0,100,25713.11,14795.0668372188
"56","{00BF92F4-4994-46F9-84E1-CA0823CFD754}",0,5788.42908237093,7288.01401726829,8187.76497820672,13.6895685195923,13.6895685195923,326.411025584229,0,0,7239.16658965569,0,0,5.85,33696.83,14640.6975617222
"57","{00C84496-02C1-4D6B-9ABF-A76EB37C1B65}",0,3687.40831273401,3906.95863892932,4038.68883464651,8.96419239044189,8.96419239044189,750.95284108395,0,0,3698.03568833253,0,24.65,75.35,0,19115.9463667934
"58","{00C91ADB-C04A-4797-9F4B-9E73DEC96922}",0,2255.74363165788,2846.84990140137,3254.45830276693,1.32449913024902,1.67451930046082,62.7304508917572,61.42,0,301.657359120063,35.56,3.01,0,300886.75,16217.1302692136
"59","{00D223FB-396D-4080-B852-29844FE5D3C7}",0,5490.7884770986,6068.14035466935,6443.91345829626,7.48931765556335,7.7604022026062,3.35969964480015,0,0,6067.19958283205,0,0,10.05,23899.44,15282.7319009788
"60","{00D4AD50-B635-457E-B2CE-661AB669A7F6}",0,5268.27023604565,5429.35941852177,5526.01292800744,17.2830959320068,22.7127246856689,72.5182343378159,0,0,4713.93421975461,0,24.03,38.6,25926.99,40941.1644467944
"61","{00D570F2-63C0-410A-A635-DB3596CBF3D7}",0,2483.50227932158,2626.28293199098,2944.4184808475,8.89987468719482,8.89987468719482,5.77147156348651,0,0,6228.98310836079,0,0,100,136578.34,0.403875159681775
"62","{00D5B9BF-9E8D-42AE-9955-0B4111C5905A}",0,2071.99620477521,2416.15353833893,2622.64793847716,6.16262540817261,6.98754549026489,345.091596213129,37.52,0,2855.44487782897,0,1.48,12.67,0,38734.281752158
"63","{00E0B80A-B07E-443A-8B51-7EA20472061E}",0,1028.34686852327,1455.30467587041,1831.23635861468,5.01216411590576,5.01216411590576,224.476024526223,0,39.09,2470.05935383591,0,0,60.91,272.07,12970.2718688324
"64","{00E1BA32-3CF0-4844-9DAD-68B5F5E22C40}",0,2363.12553378265,2639.42013165056,2901.12618232814,4.07967686653137,5.59544801712036,60.6252387698347,0,0.03,3704.73764583392,0,2.27,65.92,9704.34,23254.9327315185
"66","{00E52FA5-99A7-4DEF-962C-2E8542585841}",0,3518.72495585662,3844.72167503529,4054.13935464652,9.7647940715154,12.619969367981,186.698513445883,0,20.96,569.231231110511,0,0.78,59.21,18027.24,125059.444808751
"67","{00E579DA-C062-41F6-9318-86653005095A}",1,297.52548957814,297.52548957814,345.616154307103,17.1697997731611,25.5446071624756,225.88723037365,0.77,0,1151.7282107775,0,3.46,54.67,109643.57,433231.950231757
"68","{00E698F3-3B1A-4CFA-B3AD-E5795FF85BF6}",0,2980.8668128093,3333.57488087974,3604.86865366745,4.20067095756531,5.59544801712036,368.450052662175,0,0,1547.15419137192,0,0,100,14904.39,4129.97941633873
"69","{00EA19FB-178F-4F01-84F4-70849C451589}",0,7231.83060150527,8846.89084477638,10241.4868544452,13.3803968429565,15.9409866333008,213.796024915665,38.26,23.42,15003.1739655018,0,31.52,6.8,572903.44,38419.4522762597
"70","{00EB68DF-F3F6-4CE7-98C4-FF305CEFA73B}",0,6552.20244077665,7810.76035906577,8565.89511003924,9.41849279403687,9.7858715057373,324.866147324907,0,0,7968.16842652163,0,0,100,26408.54,17933.6396338549
"71","{00F05AE9-3BD9-4145-9886-916F44EDFAED}",0,7830.5132293335,8127.72179366634,8354.80348928687,11.861073031145,19.0441761016846,190.734557196672,0,0,2631.95748232939,0,0,1.67,77004.94,133951.553412307
"72","{00F34ADD-25CC-4892-AAC7-0CD04B51A65C}",0,9973.96430790285,10436.7011377513,10745.5102915771,9.39972292749505,16.7050018310547,20.3461164255102,0,0,14938.1876879917,0,0,0,33702.83,177571.085027695
"73","{00FB0247-6552-453F-ACDE-3E55F5233BEB}",0,2587.67706775744,2798.10372134233,2924.35971349326,14.5683295726776,16.811092376709,457.655774176266,0,0,8575.02580588,0,0,48.98,18734.98,37159.3721115887
"74","{00FD6A73-8BA4-4642-9DF5-EB8A27F73CEB}",0,5714.61951763984,6393.02769046167,6800.07259415478,18.9881949424744,34.4430503845215,549.169192518208,0,0,387.215579330526,0,0,9.54,169500,945454.794184014
"75","{00FE245A-61BC-4EFF-A8C4-19B16363B4F2}",0,3611.10912294406,3832.34459829804,4169.39651753151,13.2379614512126,15.8890657424927,107.566064254327,0,0,6098.53166726903,0,0,3.36,87569.36,23203.68425823
"76","{01082A63-1695-4174-9145-5561F5F6C4E4}",0,3215.30319524058,3318.91987832975,3408.76338478567,11.6893985748291,16.842472076416,395.49874380947,0,0,5958.30201181108,0,0,34.36,48789.01,40888.7908257097
"77","{010AAD6D-920C-468D-809F-E90D2CE4E686}",0,2090.28828340219,2299.60251274374,2425.19105034867,14.4635293695662,23.9353466033936,138.607414682609,0,0,2921.0387222682,0,0,0.36,140727.65,399470.720205832
"78","{010B0AE3-D918-4121-BB85-05D25FBFDA84}",0,5352.37458236187,5744.20320321074,6062.11892133457,17.9680099487305,18.4343204498291,25.3026401303567,0,0,4655.48348435061,0,0,74.77,12551.5,18422.1385996789
"79","{010DB200-DA74-4305-A6DC-F49B46DFF8E3}",0,3881.62577245627,4765.3563261064,5428.47465596308,15.2209134737651,24.17458152771,167.175481774233,0,0,11019.5870349103,0,0,32.94,70743.81,124702.033921406
"80","{010E1CB2-A136-40F3-A3BE-9D0EFCB5F3AE}",0,786.043143469278,851.515415577795,890.798778842905,3.83590579032898,4.37413597106934,101.020222378783,0,0,1474.17669979916,0,0,69.05,52842.66,24575.00928225
"81","{01112D99-BE0B-482D-9177-37C5F6C56B15}",0,4103.8456505524,4233.73285909219,4368.0262145992,8.6533704996109,16.8793087005615,167.171631286176,0,0,2958.21280682023,0,0,0,46000,107079.482006149
"83","{011784D0-6EFE-4EBC-806B-8A9E964068F8}",0,3382.17247219634,4072.26081628208,4514.24531656936,8.25911426544189,8.25911426544189,177.463224801337,0,0,482.347009381273,0,0,100,20000,6558.13747906405
"84","{011A963D-0C02-4C50-BA98-8E5B9773CAFD}",0,4412.72263990211,4726.62179681258,4950.64175575619,5.81446854273478,6.99511051177979,82.4334269420275,0,0,1110.88025934184,0,0,100,57350.23,25539.1334388051
"85","{011A9BE4-E1B4-489D-8858-489FAA3D4713}",0,2577.3364103405,2577.3364103405,2577.3364103405,13.2413288752238,13.5574531555176,263.775925731344,0,0,685.325492086536,0,0,100,70924.09,3919.8422057447
"86","{011D71C9-0EE0-4EA4-A998-61F6A6A08580}",0,2924.88105604361,3309.24892870642,3645.71588165365,11.1243155320485,20.0975437164307,409.494342090817,3.68,0.22,382.783271804166,0,2.26,9.9,1606466.69,275791.115911868
"87","{01207BB6-C266-47A9-B63D-7CDCF2538E02}",0,2886.07356239442,3328.15763202378,3593.40807380139,3.61385357379913,3.74008417129517,131.842982974359,17.88,0,81.9453398226968,82.12,0,0,1295022.15,18338.3227467388
"88","{01242AF7-2930-470A-99FA-FCB65727974A}",0,6435.43145846046,7875.51176931706,8893.12122417491,12.491060256958,12.491060256958,27.9173551810779,0,0,5802.68052399961,0,0,61.55,20800,14375.311166198
"89","{012A82D1-2218-488C-8206-6BF8A80452F6}",0,5270.56290292479,5496.8791609484,5632.66891576257,9.8912992477417,9.8912992477417,32.8353771758212,0,0,8530.13161410444,0,0,55.98,0,25292.6644313559
"90","{0133B0F3-1BF3-4779-B8FF-E5C80BF07D0A}",0,252.38871506727,558.722887633902,798.410454229567,3.49564437866211,4.95859622955322,238.469102241549,0,0,3274.60898624728,0,0,0,127033.74,12125.9126618644
"91","{013AD573-FC3D-4215-9633-0E26DF2F82AC}",0,2019.79136654345,2080.89670713218,2117.55991148542,4.82290515634749,6.35204315185547,144.311271928565,0,87.29,1773.95073744533,0,0,0.87,89442.13,89623.1325803488
"92","{013B3BF0-A8FD-4CFC-B0E9-9095D50E284B}",0,996.68078254533,1136.96486566039,1221.13531552943,11.2893767356873,17.4772319793701,542.975927009517,0,0,1088.83720144529,0,0,0,37100,75891.0696254373
"93","{0141906B-F9E0-43AB-A164-C2B41D22850F}",0,3388.94530158143,3388.94530158143,3388.94530158143,11.1543643841377,15.8890657424927,219.239835208643,0.74,0,1249.63544771812,0,0,18.91,188242.8,132145.512595594
"94","{0141F9F4-3EB4-4EAF-A09D-85FE18AFF779}",0,6032.06645181625,6823.89560852824,7377.98373920221,11.7982299195396,21.273853302002,147.047766305807,0,12.68,762.613106897392,0,0,17.68,56600,175830.45714001
"95","{01459A02-3F3A-41E4-85D0-B70885447355}",0,2765.14738679401,2961.30157086196,3269.92174139783,2.46553671360016,2.97196960449219,125.17284429365,0,0,256.788154290343,0,26.81,73.19,24267.96,5015.91244198661
"96","{01477EA5-A628-4566-B65C-D4167179CEB5}",0,3771.45007116288,3993.66528659697,4250.21836912704,18.2303449511528,30.2853107452393,453.07453440724,0,0,1544.95057241012,0,0,35.14,15797.07,7093.93978906423
"97","{014ECA45-2E1C-43FC-A03C-3B642763BFC9}",0,2817.12179810852,3206.36007859658,3522.93118109873,12.9061852931976,19.683292388916,309.915729806121,0,0,1792.86044603676,0,0,0.52,336820.69,252743.228078631
"98","{01500B4C-CDDC-4917-8907-02B32EA6A48C}",0,7095.09209122472,7581.09904437611,7872.70321626694,11.4403029441833,15.8030986785889,67.1196970955979,0,0,160.938387333507,0,15.37,10.94,42283.81,53777.069993645
"99","{01506E20-29E0-46A5-B1B4-C74CD21066CD}",0,4852.51737306905,4996.26805681957,5169.19126840554,14.512843132019,15.8890657424927,28.7047543471749,0,0,4849.8290116325,0,0,71.06,19325.98,16586.0388982352
"100","{015363F2-BADD-4CEC-9372-B31701293191}",0,1126.66512226105,1159.88709447906,1789.19891146658,6.94629378318787,10.1802282333374,103.23890702812,0,46.32,7895.84608532727,0,0,20.15,42351.66,131767.128045171
"101","{0157002A-B196-468A-B28D-E860BB7A55F5}",0,10070.2107999681,11619.471206845,12731.5322659105,13.3860184805734,18.6363048553467,140.323052570248,0,0,9447.00304778104,0,0,0,46801.94,403959.278492436
"102","{01695D71-1CDF-4E1C-A9C1-6531E7CCCF44}",0,6877.61907453834,7366.64142913989,7841.76561764058,12.8073539733887,14.0242233276367,190.214421701406,0,0,3441.07789990224,0,3.91,96.08,24516.64,23657.9771918803
"103","{016E877E-12AB-488A-B7E1-24E41E02069A}",0,1686.99579385424,1812.16891331906,2067.66668508851,15.1711187362671,17.0404930114746,556.291014642715,0,0,1444.53604851169,0,0,61.87,250533.63,46696.2803389467
"104","{0170073D-6641-4B89-8968-23513EDDAEC7}",0,574.104957216066,574.104957216066,574.104957216066,3.34618306159973,3.34618306159973,26.9245932916172,23.54,0,123.173754273878,0,0,76.45,185678.3,7665.43897124287
"105","{01725E4D-5800-4747-943C-E9587D3C848F}",0,6392.96572109819,6674.82330821851,7903.40429764235,17.8239002227783,17.8239002227783,97.724482971025,0,0,12854.2665761574,0,0,64.01,11239.15,14184.4668390825
"106","{01749B6C-3BBF-471F-8A46-3C36B5EF1E5A}",0,5790.41518971475,6239.61591591384,6818.74171578403,16.3177484429401,21.8367729187012,7.26399160281145,0,16.77,16551.761441736,0,0.79,10.54,130864.9,213604.28393364
"107","{017665AD-969D-4A19-8A46-C3431B7512E1}",0,11707.1886210936,12155.6226422542,12424.6830549506,11.1767740249634,23.0573387145996,57.6252248437997,0,0,17078.3901884513,0,0,7.04,67555.88,404811.936684642
"108","{01782327-846B-42DB-B419-AFA0F3B844F4}",0,1927.88021320582,2379.71915810422,2877.98984772749,8.0638701915741,11.011830329895,378.057704982944,0,100,1935.04801742957,0,0,0,23147.55,1669.39487748593
"109","{017FC7B1-839B-487D-88E7-8D6A1ED7580F}",0,3926.07047513457,3997.75151290811,4040.76013557224,18.4957038334438,27.3065567016602,52.3679791162133,0,0,959.597581627383,0,0,2.9,31212.01,53947.9746535828
